bank,year,report_type,sentence_id,original_sentence,tokenized_sentence,cleaned_sentence,word_count,char_count,original_predicted_topic,original_predicted_pillar,original_pillar_confidence,original_topic_confidence,cleaned_predicted_topic,cleaned_predicted_pillar,cleaned_pillar_confidence,cleaned_topic_confidence
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
vietcombank,2024,bctn,475,| B09-CTCK Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam THUYẾT MINH BÁO CÁO TÀI CHÍNH (Tiếp theo) tại ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày 4.,| B 09 - CTCK Công_ty TNHH Chứng_khoán Ngân_hàng TMCP Ngoại_thương Việt_Nam THUYẾT_MINH BÁO_CÁO TÀI_CHÍNH ( Tiếp_theo ) tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày 4 .,09 ctck công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam thuyết_minh báo_cáo tài_chính tiếp_theo tại ngày 31 tháng 12 năm 2024 và cho năm tài_chính kết_thúc cùng ngày,27,179,Thuế,Quản trị,0.6559869647026062,0.4281217157840729,Tiếp thị và Ghi nhãn,Xã hội,0.4638514518737793,0.21937566995620728
